,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Asphyxia,0.192,0.913,5,-3.318,1,0.15,0.05,0,0.283,0.39,82.52,audio_features,0apsgQi5yIbTMhm1wuvnQf,spotify:track:0apsgQi5yIbTMhm1wuvnQf,https://api.spotify.com/v1/tracks/0apsgQi5yIbTMhm1wuvnQf,https://api.spotify.com/v1/audio-analysis/0apsgQi5yIbTMhm1wuvnQf,174893,4
Jinko,0.311,0.977,4,-2.455,1,0.148,0.0172,0.000157,0.396,0.322,88.201,audio_features,5YvgvmJ0M8tLlt4kto4A1L,spotify:track:5YvgvmJ0M8tLlt4kto4A1L,https://api.spotify.com/v1/tracks/5YvgvmJ0M8tLlt4kto4A1L,https://api.spotify.com/v1/audio-analysis/5YvgvmJ0M8tLlt4kto4A1L,273213,4
June Gloom.,0.695,0.306,0,-12.181,1,0.0562,0.917,0.399,0.0946,0.321,77.723,audio_features,3tF8h4Mm10GEUquvWhmmlj,spotify:track:3tF8h4Mm10GEUquvWhmmlj,https://api.spotify.com/v1/tracks/3tF8h4Mm10GEUquvWhmmlj,https://api.spotify.com/v1/audio-analysis/3tF8h4Mm10GEUquvWhmmlj,144118,4
From Eden,0.399,0.673,0,-5.506,1,0.0509,0.584,2.44e-05,0.118,0.285,142.255,audio_features,5aRZk9oWIYUB5alrTs8TTV,spotify:track:5aRZk9oWIYUB5alrTs8TTV,https://api.spotify.com/v1/tracks/5aRZk9oWIYUB5alrTs8TTV,https://api.spotify.com/v1/audio-analysis/5aRZk9oWIYUB5alrTs8TTV,283467,5
Dusk.,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,audio_features,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,239000,4
Dancing Kizomba - Spanish Version,0.674,0.724,7,-5.28,1,0.0609,0.0123,0.000842,0.0572,0.452,98.089,audio_features,5XMxztWod4VMXTzDiJxdVc,spotify:track:5XMxztWod4VMXTzDiJxdVc,https://api.spotify.com/v1/tracks/5XMxztWod4VMXTzDiJxdVc,https://api.spotify.com/v1/audio-analysis/5XMxztWod4VMXTzDiJxdVc,193587,4
My Only One (No Hay Nadie Más),0.727,0.526,6,-6.307,1,0.0378,0.693,0,0.116,0.681,105.086,audio_features,1gJA27xiMdENwoAVN7kMlo,spotify:track:1gJA27xiMdENwoAVN7kMlo,https://api.spotify.com/v1/tracks/1gJA27xiMdENwoAVN7kMlo,https://api.spotify.com/v1/audio-analysis/1gJA27xiMdENwoAVN7kMlo,198280,4
Green Eyes,0.608,0.405,9,-8.607,1,0.0265,0.539,6.7e-06,0.231,0.233,129.54,audio_features,3ou9rSNUQnE7XYmJkUUIOc,spotify:track:3ou9rSNUQnE7XYmJkUUIOc,https://api.spotify.com/v1/tracks/3ou9rSNUQnE7XYmJkUUIOc,https://api.spotify.com/v1/audio-analysis/3ou9rSNUQnE7XYmJkUUIOc,223040,4
Amanecer,0.82,0.587,1,-5.029,0,0.228,0.0722,0,0.0733,0.697,159.956,audio_features,6rFQ4x7Ie9ZGpP95TElqHm,spotify:track:6rFQ4x7Ie9ZGpP95TElqHm,https://api.spotify.com/v1/tracks/6rFQ4x7Ie9ZGpP95TElqHm,https://api.spotify.com/v1/audio-analysis/6rFQ4x7Ie9ZGpP95TElqHm,219856,4
Pyra,0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,4QhWbupniDd44EDtnh2bFJ,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920,4
A Paso Lento,0.483,0.6,1,-10.264,1,0.386,0.0945,0,0.162,0.675,83.508,audio_features,5fUkzmm6HnPDDZKwnQcNUG,spotify:track:5fUkzmm6HnPDDZKwnQcNUG,https://api.spotify.com/v1/tracks/5fUkzmm6HnPDDZKwnQcNUG,https://api.spotify.com/v1/audio-analysis/5fUkzmm6HnPDDZKwnQcNUG,224733,4
Atlas,0.39,0.888,1,-3.405,0,0.051,0.102,0,0.141,0.422,181.979,audio_features,7m1Lw3uTakxHFxGjXXbE4l,spotify:track:7m1Lw3uTakxHFxGjXXbE4l,https://api.spotify.com/v1/tracks/7m1Lw3uTakxHFxGjXXbE4l,https://api.spotify.com/v1/audio-analysis/7m1Lw3uTakxHFxGjXXbE4l,192370,3
Borro Cassette - Versión Salsa Choke,0.744,0.709,8,-6.516,1,0.0459,0.389,0,0.116,0.778,176.865,audio_features,0dXSpgnqKuBpnwQJRzaQlT,spotify:track:0dXSpgnqKuBpnwQJRzaQlT,https://api.spotify.com/v1/tracks/0dXSpgnqKuBpnwQJRzaQlT,https://api.spotify.com/v1/audio-analysis/0dXSpgnqKuBpnwQJRzaQlT,222312,4
Run Away With Me,0.564,0.719,1,-5.505,1,0.0475,0.0126,0.000177,0.0536,0.251,119.023,audio_features,5e0vgBWfwToyphURwynSXa,spotify:track:5e0vgBWfwToyphURwynSXa,https://api.spotify.com/v1/tracks/5e0vgBWfwToyphURwynSXa,https://api.spotify.com/v1/audio-analysis/5e0vgBWfwToyphURwynSXa,251320,4
Never Forget You,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,audio_features,6hmhG1b4LEyNuashVvuIAo,spotify:track:6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/audio-analysis/6hmhG1b4LEyNuashVvuIAo,213428,4
Noche de Bodas,0.417,0.474,7,-10.847,1,0.0618,0.694,0,0.953,0.558,141.573,audio_features,0uAYY5SSD08bILby1NiDTZ,spotify:track:0uAYY5SSD08bILby1NiDTZ,https://api.spotify.com/v1/tracks/0uAYY5SSD08bILby1NiDTZ,https://api.spotify.com/v1/audio-analysis/0uAYY5SSD08bILby1NiDTZ,233467,3
October,0.735,0.531,0,-7.845,1,0.0293,0.342,6.24e-06,0.0867,0.642,106.985,audio_features,736B63TZx939yQZUXl7TMa,spotify:track:736B63TZx939yQZUXl7TMa,https://api.spotify.com/v1/tracks/736B63TZx939yQZUXl7TMa,https://api.spotify.com/v1/audio-analysis/736B63TZx939yQZUXl7TMa,240907,4
Distant Moon,0.699,0.344,7,-16.022,1,0.0401,0.931,0.0342,0.0766,0.0597,84.972,audio_features,4R2079jWBdb1TShM39COa7,spotify:track:4R2079jWBdb1TShM39COa7,https://api.spotify.com/v1/tracks/4R2079jWBdb1TShM39COa7,https://api.spotify.com/v1/audio-analysis/4R2079jWBdb1TShM39COa7,184372,4
Butterfly (Digimon Tri),0.331,0.984,8,-2.773,1,0.148,0.0375,1.25e-06,0.371,0.252,172.1,audio_features,58SfmCIL5xNQY8KKz8LphC,spotify:track:58SfmCIL5xNQY8KKz8LphC,https://api.spotify.com/v1/tracks/58SfmCIL5xNQY8KKz8LphC,https://api.spotify.com/v1/audio-analysis/58SfmCIL5xNQY8KKz8LphC,227040,4
Fools Gold,0.515,0.773,6,-4.848,1,0.0479,0.23,1.29e-06,0.0938,0.379,128.001,audio_features,0L5gFNrzHyh4OhMwEz6DGS,spotify:track:0L5gFNrzHyh4OhMwEz6DGS,https://api.spotify.com/v1/tracks/0L5gFNrzHyh4OhMwEz6DGS,https://api.spotify.com/v1/audio-analysis/0L5gFNrzHyh4OhMwEz6DGS,210893,4
Hello,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,audio_features,2r6OAV3WsYtXuXjvJ1lIDi,spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,https://api.spotify.com/v1/tracks/2r6OAV3WsYtXuXjvJ1lIDi,https://api.spotify.com/v1/audio-analysis/2r6OAV3WsYtXuXjvJ1lIDi,190534,4
Contigo Puedo Ser Quien Soy,0.537,0.7,0,-4.177,1,0.0474,0.379,0,0.289,0.774,173.978,audio_features,6MPol84Tej7MbQaQstrAe8,spotify:track:6MPol84Tej7MbQaQstrAe8,https://api.spotify.com/v1/tracks/6MPol84Tej7MbQaQstrAe8,https://api.spotify.com/v1/audio-analysis/6MPol84Tej7MbQaQstrAe8,188654,4
pastel skies,0.849,0.307,7,-14.187,1,0.361,0.756,0.745,0.0761,0.705,88.035,audio_features,3ELQZbHPFPBBEdOwQ9Q64D,spotify:track:3ELQZbHPFPBBEdOwQ9Q64D,https://api.spotify.com/v1/tracks/3ELQZbHPFPBBEdOwQ9Q64D,https://api.spotify.com/v1/audio-analysis/3ELQZbHPFPBBEdOwQ9Q64D,92788,4
Torigumori,0.723,0.858,4,-0.501,1,0.0307,0.0164,0,0.0245,0.951,114.982,audio_features,3huJEwtyBRfcTwQZKr8lAV,spotify:track:3huJEwtyBRfcTwQZKr8lAV,https://api.spotify.com/v1/tracks/3huJEwtyBRfcTwQZKr8lAV,https://api.spotify.com/v1/audio-analysis/3huJEwtyBRfcTwQZKr8lAV,224163,4
My Love,0.772,0.68,11,-5.881,0,0.224,0.277,1.17e-05,0.682,0.807,119.953,audio_features,4NeOWqHmlrGRuBvsLJC9rL,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160,4
my new love,0.614,0.277,1,-11.943,0,0.042,0.967,0.891,0.0698,0.236,84.938,audio_features,23gcQr3NRKzLXsP9H5jFQ1,spotify:track:23gcQr3NRKzLXsP9H5jFQ1,https://api.spotify.com/v1/tracks/23gcQr3NRKzLXsP9H5jFQ1,https://api.spotify.com/v1/audio-analysis/23gcQr3NRKzLXsP9H5jFQ1,65790,4
Olvidar,0.832,0.37,9,-7.188,0,0.0318,0.682,0.000185,0.0932,0.693,115.007,audio_features,483UWv27S4xr8fWZlQ5bnN,spotify:track:483UWv27S4xr8fWZlQ5bnN,https://api.spotify.com/v1/tracks/483UWv27S4xr8fWZlQ5bnN,https://api.spotify.com/v1/audio-analysis/483UWv27S4xr8fWZlQ5bnN,230440,4
Boundless.,0.646,0.964,7,-3.751,1,0.0974,0.00151,0.914,0.32,0.661,170.054,audio_features,1A0FWUsihHaPmAHxZZpKbY,spotify:track:1A0FWUsihHaPmAHxZZpKbY,https://api.spotify.com/v1/tracks/1A0FWUsihHaPmAHxZZpKbY,https://api.spotify.com/v1/audio-analysis/1A0FWUsihHaPmAHxZZpKbY,192706,4
Felices los 4 (feat. Marc Anthony) - Salsa Version,0.752,0.802,5,-5.179,1,0.0421,0.39,0,0.145,0.833,95.541,audio_features,6PNG5G1v7pU74I13KkvAIo,spotify:track:6PNG5G1v7pU74I13KkvAIo,https://api.spotify.com/v1/tracks/6PNG5G1v7pU74I13KkvAIo,https://api.spotify.com/v1/audio-analysis/6PNG5G1v7pU74I13KkvAIo,242373,4
Talk,0.951,0.638,1,-5.614,1,0.308,0.00206,0,0.113,0.439,123.948,audio_features,5iCChRRFz1yh6YKpQbjMVb,spotify:track:5iCChRRFz1yh6YKpQbjMVb,https://api.spotify.com/v1/tracks/5iCChRRFz1yh6YKpQbjMVb,https://api.spotify.com/v1/audio-analysis/5iCChRRFz1yh6YKpQbjMVb,159093,4
say anything,0.552,0.585,1,-14.538,1,0.0345,0.0206,0.976,0.144,0.352,150.07,audio_features,6TMbGrU3ahGh0BaNI1ESWi,spotify:track:6TMbGrU3ahGh0BaNI1ESWi,https://api.spotify.com/v1/tracks/6TMbGrU3ahGh0BaNI1ESWi,https://api.spotify.com/v1/audio-analysis/6TMbGrU3ahGh0BaNI1ESWi,142700,4
Growth,0.567,0.811,11,-5.913,0,0.432,0.228,0,0.0897,0.435,80.118,audio_features,6BVlMeLnjJW76Jm7eLmq1a,spotify:track:6BVlMeLnjJW76Jm7eLmq1a,https://api.spotify.com/v1/tracks/6BVlMeLnjJW76Jm7eLmq1a,https://api.spotify.com/v1/audio-analysis/6BVlMeLnjJW76Jm7eLmq1a,216111,4
Agua Segura,0.599,0.516,4,-6.935,0,0.31,0.0222,2.43e-06,0.0648,0.708,181.998,audio_features,0LrSJIbUssfQ8uHdhK6onr,spotify:track:0LrSJIbUssfQ8uHdhK6onr,https://api.spotify.com/v1/tracks/0LrSJIbUssfQ8uHdhK6onr,https://api.spotify.com/v1/audio-analysis/0LrSJIbUssfQ8uHdhK6onr,220227,4
Lazy With U,0.705,0.56,3,-9.499,0,0.0658,0.39,0.125,0.0595,0.588,79.004,audio_features,1kopb21fS9z7BaLkxN5v94,spotify:track:1kopb21fS9z7BaLkxN5v94,https://api.spotify.com/v1/tracks/1kopb21fS9z7BaLkxN5v94,https://api.spotify.com/v1/audio-analysis/1kopb21fS9z7BaLkxN5v94,113165,4
Por Fin Te Encontré,0.64,0.82,11,-3.624,1,0.232,0.0547,0,0.198,0.858,179.988,audio_features,05YyYcydzWRcGMmv3K8aI7,spotify:track:05YyYcydzWRcGMmv3K8aI7,https://api.spotify.com/v1/tracks/05YyYcydzWRcGMmv3K8aI7,https://api.spotify.com/v1/audio-analysis/05YyYcydzWRcGMmv3K8aI7,249880,4
Suerte - Remix,0.774,0.749,8,-4.399,1,0.0442,0.186,0,0.0931,0.886,92.008,audio_features,0NaOth1hhXFDxvaaNgJOC2,spotify:track:0NaOth1hhXFDxvaaNgJOC2,https://api.spotify.com/v1/tracks/0NaOth1hhXFDxvaaNgJOC2,https://api.spotify.com/v1/audio-analysis/0NaOth1hhXFDxvaaNgJOC2,266867,4
Sereno Desespero,0.731,0.887,5,-4.752,1,0.0891,0.262,0.00341,0.0849,0.885,161.998,audio_features,2KSQ0SliwBJWBjlXjgRcAZ,spotify:track:2KSQ0SliwBJWBjlXjgRcAZ,https://api.spotify.com/v1/tracks/2KSQ0SliwBJWBjlXjgRcAZ,https://api.spotify.com/v1/audio-analysis/2KSQ0SliwBJWBjlXjgRcAZ,196951,4
Somos Ajenos,0.391,0.884,11,-3.883,1,0.0329,0.000134,0.58,0.174,0.217,160.188,audio_features,1Z6NUe88dVXBDpWiWpSpie,spotify:track:1Z6NUe88dVXBDpWiWpSpie,https://api.spotify.com/v1/tracks/1Z6NUe88dVXBDpWiWpSpie,https://api.spotify.com/v1/audio-analysis/1Z6NUe88dVXBDpWiWpSpie,204880,4
Tan Fácil - Spanish-Portuguese Version,0.731,0.881,10,-3.693,1,0.0403,0.272,0,0.353,0.465,90.019,audio_features,3WgedncDUcOnLkpJxfYg4q,spotify:track:3WgedncDUcOnLkpJxfYg4q,https://api.spotify.com/v1/tracks/3WgedncDUcOnLkpJxfYg4q,https://api.spotify.com/v1/audio-analysis/3WgedncDUcOnLkpJxfYg4q,210547,4
Feliz,0.809,0.815,0,-6.613,1,0.0331,0.0675,0.00163,0.0897,0.99,135.258,audio_features,3ibR3fiO0okIyc0lCqULHX,spotify:track:3ibR3fiO0okIyc0lCqULHX,https://api.spotify.com/v1/tracks/3ibR3fiO0okIyc0lCqULHX,https://api.spotify.com/v1/audio-analysis/3ibR3fiO0okIyc0lCqULHX,217522,4
ウィーアー! (第1話〜47話 OP),0.567,0.909,9,-3.277,1,0.088,0.00773,2.69e-05,0.0807,0.447,167.994,audio_features,6C0UN76mCgUIVFOotOnx3W,spotify:track:6C0UN76mCgUIVFOotOnx3W,https://api.spotify.com/v1/tracks/6C0UN76mCgUIVFOotOnx3W,https://api.spotify.com/v1/audio-analysis/6C0UN76mCgUIVFOotOnx3W,216429,4
Poquito Mas,0.72,0.585,7,-8.448,1,0.0975,0.269,4.14e-05,0.113,0.636,130.089,audio_features,5hUOtXFxCAxSQwJgCz7tze,spotify:track:5hUOtXFxCAxSQwJgCz7tze,https://api.spotify.com/v1/tracks/5hUOtXFxCAxSQwJgCz7tze,https://api.spotify.com/v1/audio-analysis/5hUOtXFxCAxSQwJgCz7tze,192928,4
Your Favorite Place,0.615,0.544,9,-13.093,0,0.0485,0.356,0.864,0.0591,0.515,78.049,audio_features,2p6es5NEF5CBRrKC1lJHri,spotify:track:2p6es5NEF5CBRrKC1lJHri,https://api.spotify.com/v1/tracks/2p6es5NEF5CBRrKC1lJHri,https://api.spotify.com/v1/audio-analysis/2p6es5NEF5CBRrKC1lJHri,221537,4
"Silhouette (From ""Naruto Shippuden"")",0.391,0.923,2,-2.588,1,0.0672,0.000411,1.46e-05,0.351,0.568,183.022,audio_features,0DvCbQSAmY3iUuzZ6NVMB0,spotify:track:0DvCbQSAmY3iUuzZ6NVMB0,https://api.spotify.com/v1/tracks/0DvCbQSAmY3iUuzZ6NVMB0,https://api.spotify.com/v1/audio-analysis/0DvCbQSAmY3iUuzZ6NVMB0,237377,4
Cantinero,0.682,0.954,6,-2.478,0,0.0475,0.0109,0.000807,0.217,0.888,123.057,audio_features,4nzaM6VGKkoiD8L8jld4sC,spotify:track:4nzaM6VGKkoiD8L8jld4sC,https://api.spotify.com/v1/tracks/4nzaM6VGKkoiD8L8jld4sC,https://api.spotify.com/v1/audio-analysis/4nzaM6VGKkoiD8L8jld4sC,220267,4
Body Good (feat. Nicky Jam),0.805,0.811,6,-5.046,0,0.085,0.107,2.22e-05,0.0583,0.235,100.052,audio_features,2JS1a0xxzAdfrSfypLJzIr,spotify:track:2JS1a0xxzAdfrSfypLJzIr,https://api.spotify.com/v1/tracks/2JS1a0xxzAdfrSfypLJzIr,https://api.spotify.com/v1/audio-analysis/2JS1a0xxzAdfrSfypLJzIr,204000,4
youth,0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,audio_features,1cOyWWUr3oXJIxY0AjJEx9,spotify:track:1cOyWWUr3oXJIxY0AjJEx9,https://api.spotify.com/v1/tracks/1cOyWWUr3oXJIxY0AjJEx9,https://api.spotify.com/v1/audio-analysis/1cOyWWUr3oXJIxY0AjJEx9,185194,4
Chasing This,0.524,0.882,3,-4.799,1,0.0614,0.0196,0,0.37,0.56,84.497,audio_features,0fMLlLppnZlzl7yLT4C43P,spotify:track:0fMLlLppnZlzl7yLT4C43P,https://api.spotify.com/v1/tracks/0fMLlLppnZlzl7yLT4C43P,https://api.spotify.com/v1/audio-analysis/0fMLlLppnZlzl7yLT4C43P,240267,4
break,0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,audio_features,3H7ihDc1dqLriiWXwsc2po,spotify:track:3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/audio-analysis/3H7ihDc1dqLriiWXwsc2po,166794,4
Sand Castle (feat. Barnes Blvd.),0.803,0.516,3,-10.449,1,0.276,0.691,0,0.359,0.763,129.992,audio_features,0CRvxanMIC7bfn7yCadUhH,spotify:track:0CRvxanMIC7bfn7yCadUhH,https://api.spotify.com/v1/tracks/0CRvxanMIC7bfn7yCadUhH,https://api.spotify.com/v1/audio-analysis/0CRvxanMIC7bfn7yCadUhH,125538,4
Masollan,0.459,0.325,4,-13.411,1,0.0261,0.324,0.899,0.113,0.176,90.817,audio_features,6rOVbgBB8YTpUrrSflSF2O,spotify:track:6rOVbgBB8YTpUrrSflSF2O,https://api.spotify.com/v1/tracks/6rOVbgBB8YTpUrrSflSF2O,https://api.spotify.com/v1/audio-analysis/6rOVbgBB8YTpUrrSflSF2O,313460,4
outside.,0.851,0.666,11,-5.334,0,0.0694,0.139,0,0.105,0.0585,134.068,audio_features,3sA7HKGzcKTVscdiTCrWpX,spotify:track:3sA7HKGzcKTVscdiTCrWpX,https://api.spotify.com/v1/tracks/3sA7HKGzcKTVscdiTCrWpX,https://api.spotify.com/v1/audio-analysis/3sA7HKGzcKTVscdiTCrWpX,129105,4
Why I'm Happy.,0.662,0.274,8,-12.265,1,0.124,0.62,0.943,0.112,0.688,168.013,audio_features,44nm4l1nxt5x0T0aXtOpwa,spotify:track:44nm4l1nxt5x0T0aXtOpwa,https://api.spotify.com/v1/tracks/44nm4l1nxt5x0T0aXtOpwa,https://api.spotify.com/v1/audio-analysis/44nm4l1nxt5x0T0aXtOpwa,91429,4
Mayores (Salsa Version),0.713,0.907,10,-4.488,0,0.0554,0.377,1.89e-06,0.295,0.964,95.983,audio_features,2B9W0rtqHdkZbQ3tLDYJhC,spotify:track:2B9W0rtqHdkZbQ3tLDYJhC,https://api.spotify.com/v1/tracks/2B9W0rtqHdkZbQ3tLDYJhC,https://api.spotify.com/v1/audio-analysis/2B9W0rtqHdkZbQ3tLDYJhC,185312,4
Every Moment (feat. Analyrical) - Dj Okawari Remix,0.543,0.947,9,-5.969,0,0.43,0.461,7.47e-06,0.0531,0.584,190.868,audio_features,0dopIUxcCQ05RzE7gSmfmG,spotify:track:0dopIUxcCQ05RzE7gSmfmG,https://api.spotify.com/v1/tracks/0dopIUxcCQ05RzE7gSmfmG,https://api.spotify.com/v1/audio-analysis/0dopIUxcCQ05RzE7gSmfmG,199467,4
Ur Love,0.716,0.415,10,-9.231,0,0.087,0.704,0.68,0.159,0.113,120.897,audio_features,58EHfbWaI9q5rikjyeZuaL,spotify:track:58EHfbWaI9q5rikjyeZuaL,https://api.spotify.com/v1/tracks/58EHfbWaI9q5rikjyeZuaL,https://api.spotify.com/v1/audio-analysis/58EHfbWaI9q5rikjyeZuaL,186446,4
A God Is Born,0.658,0.205,0,-22.782,1,0.169,0.0628,0.942,0.12,0.483,77.983,audio_features,07vZnLbB4oeI7d8COLSXt6,spotify:track:07vZnLbB4oeI7d8COLSXt6,https://api.spotify.com/v1/tracks/07vZnLbB4oeI7d8COLSXt6,https://api.spotify.com/v1/audio-analysis/07vZnLbB4oeI7d8COLSXt6,150046,4
Corazon Sin Cara,0.704,0.83,11,-3.139,1,0.0297,0.0489,0,0.111,0.957,127.104,audio_features,0u4N6w5lBw5xMrzJitRWUo,spotify:track:0u4N6w5lBw5xMrzJitRWUo,https://api.spotify.com/v1/tracks/0u4N6w5lBw5xMrzJitRWUo,https://api.spotify.com/v1/audio-analysis/0u4N6w5lBw5xMrzJitRWUo,211453,4
Monochrome Kiss (Black Butler),0.479,0.902,0,-3.665,1,0.0537,0.058,1.26e-05,0.143,0.378,150.172,audio_features,0QeAZeHHYTzMKbjivYYeCI,spotify:track:0QeAZeHHYTzMKbjivYYeCI,https://api.spotify.com/v1/tracks/0QeAZeHHYTzMKbjivYYeCI,https://api.spotify.com/v1/audio-analysis/0QeAZeHHYTzMKbjivYYeCI,236000,4
Islands i Utsyni,0.471,0.285,2,-14.944,1,0.0328,0.779,0.866,0.151,0.0925,80.021,audio_features,331ZudrkfXoW7l8lUIEBeF,spotify:track:331ZudrkfXoW7l8lUIEBeF,https://api.spotify.com/v1/tracks/331ZudrkfXoW7l8lUIEBeF,https://api.spotify.com/v1/audio-analysis/331ZudrkfXoW7l8lUIEBeF,172800,1
Una Massive Sunshine,0.73,0.357,1,-14.735,1,0.0453,0.548,0.884,0.108,0.422,96.022,audio_features,7LAAIjiGekq2jne9zbNAsp,spotify:track:7LAAIjiGekq2jne9zbNAsp,https://api.spotify.com/v1/tracks/7LAAIjiGekq2jne9zbNAsp,https://api.spotify.com/v1/audio-analysis/7LAAIjiGekq2jne9zbNAsp,261720,4
No Me Llames Mas,0.647,0.678,11,-4.263,1,0.0547,0.155,0.000199,0.101,0.96,179.961,audio_features,0hs7HcC5yR727pM2xWEqeN,spotify:track:0hs7HcC5yR727pM2xWEqeN,https://api.spotify.com/v1/tracks/0hs7HcC5yR727pM2xWEqeN,https://api.spotify.com/v1/audio-analysis/0hs7HcC5yR727pM2xWEqeN,267416,4
Llegaste Tú,0.759,0.527,1,-6.739,1,0.0438,0.749,0,0.157,0.482,119.936,audio_features,1ycdFCxhRYRLWqdU3FCMRR,spotify:track:1ycdFCxhRYRLWqdU3FCMRR,https://api.spotify.com/v1/tracks/1ycdFCxhRYRLWqdU3FCMRR,https://api.spotify.com/v1/audio-analysis/1ycdFCxhRYRLWqdU3FCMRR,221947,4
Symphonicsuite (Aot) Part1-2nd: Historia,0.161,0.124,4,-13.349,0,0.0394,0.674,0.0371,0.161,0.0876,138.714,audio_features,2BbOAv86MFKE0kjtxKX4Ej,spotify:track:2BbOAv86MFKE0kjtxKX4Ej,https://api.spotify.com/v1/tracks/2BbOAv86MFKE0kjtxKX4Ej,https://api.spotify.com/v1/audio-analysis/2BbOAv86MFKE0kjtxKX4Ej,231387,4
Fukai Mori,0.512,0.483,5,-8.899,1,0.0288,0.0905,0,0.101,0.528,161.986,audio_features,3gNMPRyTvLjjggWkCL0Til,spotify:track:3gNMPRyTvLjjggWkCL0Til,https://api.spotify.com/v1/tracks/3gNMPRyTvLjjggWkCL0Til,https://api.spotify.com/v1/audio-analysis/3gNMPRyTvLjjggWkCL0Til,240141,4
Box of Dreams,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,audio_features,5QesBZNjz8dlqd8pfgMhjm,spotify:track:5QesBZNjz8dlqd8pfgMhjm,https://api.spotify.com/v1/tracks/5QesBZNjz8dlqd8pfgMhjm,https://api.spotify.com/v1/audio-analysis/5QesBZNjz8dlqd8pfgMhjm,216933,4
The Dogs,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,audio_features,609qKv3KPAbdtp0LQH2buA,spotify:track:609qKv3KPAbdtp0LQH2buA,https://api.spotify.com/v1/tracks/609qKv3KPAbdtp0LQH2buA,https://api.spotify.com/v1/audio-analysis/609qKv3KPAbdtp0LQH2buA,183640,4
sunday morning bacon,0.731,0.217,10,-15.01,1,0.219,0.857,0.901,0.106,0.219,76.001,audio_features,7u3ksP3uTLvjmrHHeHE8Ix,spotify:track:7u3ksP3uTLvjmrHHeHE8Ix,https://api.spotify.com/v1/tracks/7u3ksP3uTLvjmrHHeHE8Ix,https://api.spotify.com/v1/audio-analysis/7u3ksP3uTLvjmrHHeHE8Ix,103421,4
Hemisferios,0.733,0.568,1,-6.79,1,0.0326,0.0694,2.67e-05,0.159,0.484,103.964,audio_features,36BEeLmQdyLFTsk0q7NUNb,spotify:track:36BEeLmQdyLFTsk0q7NUNb,https://api.spotify.com/v1/tracks/36BEeLmQdyLFTsk0q7NUNb,https://api.spotify.com/v1/audio-analysis/36BEeLmQdyLFTsk0q7NUNb,207763,3
Caribe,0.64,0.366,5,-9.385,1,0.0312,0.831,1.98e-05,0.132,0.558,118.777,audio_features,4tPrPQPTlbLCnlzJqRTqsS,spotify:track:4tPrPQPTlbLCnlzJqRTqsS,https://api.spotify.com/v1/tracks/4tPrPQPTlbLCnlzJqRTqsS,https://api.spotify.com/v1/audio-analysis/4tPrPQPTlbLCnlzJqRTqsS,166707,4
Perfect Strangers,0.73,0.861,1,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,audio_features,3P3pw6C19j31Rnzgo3JG7o,spotify:track:3P3pw6C19j31Rnzgo3JG7o,https://api.spotify.com/v1/tracks/3P3pw6C19j31Rnzgo3JG7o,https://api.spotify.com/v1/audio-analysis/3P3pw6C19j31Rnzgo3JG7o,196613,4
Despacito - Remix,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,audio_features,6rPO02ozF3bM7NnOV4h6s2,spotify:track:6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,228827,4
